Customer_ID,Loan_Amount,Disbursal_Date,Write_Off_Date
CUST027793,23716,2024-12-15,2026-02-20
CUST027813,36122,2024-01-17,2025-03-06
CUST027816,130304,2024-01-23,2025-07-11
CUST027823,15528,2024-03-17,2025-06-30
CUST027847,185878,2024-01-09,2025-04-30
CUST027855,141298,2024-06-17,2026-02-03
CUST027857,83103,2024-04-12,2025-09-16
CUST027876,64964,2023-08-23,2025-01-02
CUST027886,85881,2024-11-01,2026-03-02
CUST027893,140919,2024-02-08,2025-04-02
CUST027904,23652,2024-10-23,2025-10-18
CUST027913,115947,2023-09-07,2024-08-19
CUST027927,22417,2023-04-26,2024-06-07
CUST027928,172746,2023-05-07,2024-04-27
CUST027935,28441,2023-09-23,2024-08-05
CUST027939,135393,2023-11-09,2024-10-17
CUST027950,72463,2023-09-12,2025-04-08
CUST027960,80567,2023-07-14,2024-12-29
CUST027966,40222,2024-08-31,2026-02-14
CUST027977,166036,2024-10-23,2025-12-04
CUST027980,173650,2024-08-26,2025-10-14
CUST028007,153612,2024-07-14,2025-07-05
CUST028012,61598,2023-07-30,2025-03-11
CUST028017,86083,2023-05-10,2024-05-18
CUST028034,92427,2023-09-26,2025-04-15
CUST028038,19435,2024-06-06,2025-05-28
CUST028045,104327,2023-10-28,2025-04-03
CUST028050,15400,2024-04-11,2025-07-29
CUST028077,121127,2024-01-20,2025-01-19
CUST028097,129224,2023-11-27,2025-05-12
CUST028103,149842,2024-05-12,2025-11-12
CUST028110,127493,2023-10-09,2025-04-21
CUST028115,168363,2024-05-06,2025-04-23
CUST028124,113650,2023-04-27,2024-08-19
CUST028136,171685,2024-08-23,2026-03-22
CUST028164,156281,2023-04-13,2024-06-27
CUST028193,165587,2024-01-05,2025-01-25
CUST028205,175327,2024-08-28,2025-09-18
CUST028221,14560,2024-10-11,2025-12-23
CUST028263,123858,2024-04-17,2025-11-17
CUST028270,69994,2024-03-23,2025-09-02
CUST028276,60536,2024-11-01,2026-05-04
CUST028319,55709,2024-11-19,2026-04-19
CUST028330,99541,2023-11-13,2025-01-06
CUST028338,66558,2023-12-16,2025-02-13
CUST028343,102579,2023-12-29,2024-11-19
CUST028359,13795,2024-12-07,2025-10-24
CUST028361,127229,2024-04-02,2025-09-05
CUST028362,11054,2023-11-30,2025-05-24
CUST028375,64635,2024-03-09,2025-04-01
CUST028411,127547,2023-09-09,2024-08-27
CUST028414,80011,2023-11-11,2025-03-14
CUST028439,90019,2024-03-20,2025-05-26
CUST028442,130734,2023-06-29,2024-06-07
CUST028451,67421,2024-10-16,2026-01-04
CUST028465,118634,2023-08-08,2024-06-21
CUST028468,168683,2023-11-29,2024-09-29
CUST028471,31248,2023-09-14,2024-09-29
CUST028483,61534,2024-01-10,2024-11-06
CUST028488,76121,2024-12-25,2026-07-07
CUST028523,90259,2023-05-26,2024-12-16
CUST028524,122482,2024-10-08,2025-08-04
CUST028547,145840,2023-07-28,2025-01-21
CUST028549,80585,2024-10-19,2025-08-19
CUST028555,145530,2024-02-14,2025-07-13
CUST028557,94415,2023-10-08,2024-09-13
CUST028570,22789,2023-10-29,2025-03-15
CUST028585,118298,2023-10-11,2025-03-15
CUST028593,131022,2023-05-03,2024-06-29
CUST028601,37613,2023-06-12,2024-04-14
CUST028610,27725,2023-09-02,2024-10-12
CUST028612,40215,2023-12-18,2025-06-03
CUST028621,31954,2024-09-29,2025-08-16
CUST028623,154960,2023-06-09,2024-12-10
CUST028669,11434,2023-09-07,2025-03-16
CUST028697,117134,2024-07-05,2025-05-26
CUST028715,100961,2024-01-17,2025-02-07
CUST028734,70476,2024-04-18,2025-04-24
CUST028739,53073,2024-05-20,2025-12-17
CUST028745,160837,2023-11-02,2025-05-29
CUST028751,112795,2024-07-31,2026-02-23
CUST028755,119590,2023-07-21,2024-10-09
CUST028790,64477,2024-04-17,2025-11-12
CUST028796,65322,2024-03-19,2025-04-28
CUST028805,53716,2024-02-06,2025-08-27
CUST028812,71817,2024-02-11,2025-09-16
CUST028831,197548,2024-09-19,2026-04-08
CUST028834,197216,2023-10-19,2025-06-08
CUST028852,44529,2024-11-24,2026-04-26
CUST028867,191699,2024-11-09,2026-04-07
CUST028873,32437,2024-05-14,2025-10-31
CUST028874,105283,2024-06-30,2025-11-04
CUST028887,63785,2023-07-27,2024-07-17
CUST028892,89881,2024-02-13,2025-06-26
CUST028905,154085,2023-11-19,2024-12-16
CUST028927,199178,2023-11-03,2025-02-03
CUST028929,122889,2024-10-26,2026-04-28
CUST028930,65357,2024-01-18,2024-12-23
CUST028942,139903,2024-09-17,2025-09-11
CUST028944,185314,2024-09-30,2026-02-04
CUST028949,24317,2023-05-23,2024-12-18
CUST028955,186771,2024-06-24,2026-01-29
CUST028959,145758,2024-07-15,2025-08-11
CUST028963,134477,2023-06-16,2024-09-11
CUST028992,196691,2024-01-18,2025-02-27
CUST029017,108145,2024-11-21,2026-03-18
CUST029031,174753,2023-10-08,2025-02-23
CUST029047,53256,2023-12-10,2024-11-27
CUST029054,151928,2024-02-22,2025-01-20
CUST029075,36097,2023-06-07,2024-11-30
CUST029094,190954,2023-09-29,2024-11-04
CUST029105,153540,2023-12-15,2025-01-30
CUST029122,111497,2024-10-04,2025-09-08
CUST029123,82945,2024-04-08,2025-08-18
CUST029133,62098,2024-08-07,2025-06-07
CUST029153,162146,2023-11-18,2024-11-07
CUST029154,68134,2024-06-22,2025-10-23
CUST029155,97939,2024-12-23,2025-12-13
CUST029164,191287,2024-08-01,2025-06-21
CUST029166,197856,2024-06-23,2025-11-06
CUST029185,159205,2023-07-31,2024-11-23
CUST029255,98506,2023-06-05,2024-09-21
CUST029289,13280,2023-11-14,2024-12-16
CUST029310,38536,2024-08-06,2026-01-13
CUST029314,18757,2024-08-11,2025-12-28
CUST029324,100033,2023-10-28,2024-09-24
CUST029330,21920,2023-11-08,2025-03-05
CUST029356,43547,2024-05-25,2025-09-29
CUST029412,75574,2024-12-06,2026-02-08
CUST029418,123654,2023-08-07,2024-12-06
CUST029443,44965,2024-08-14,2025-10-26
CUST029458,102466,2024-04-01,2025-04-21
CUST029466,132925,2023-05-18,2024-08-05
CUST029467,21371,2023-09-26,2025-02-13
CUST029493,50742,2024-06-30,2025-07-05
CUST029502,106713,2024-01-06,2024-12-25
CUST029509,35060,2023-05-18,2024-07-25
CUST029510,102178,2023-12-13,2025-01-01
CUST029513,101613,2023-10-06,2024-12-05
CUST029561,98799,2024-07-21,2026-01-18
CUST029568,22212,2024-12-01,2026-05-24
CUST029595,17982,2023-04-06,2024-10-07
CUST029603,50109,2023-07-04,2025-01-29
CUST029620,41070,2023-06-10,2024-07-08
CUST029629,59312,2023-08-12,2024-12-26
CUST029642,181313,2024-10-11,2026-04-18
CUST029665,166944,2023-08-18,2024-12-19
CUST029671,12556,2024-12-02,2026-06-05
CUST029689,197940,2024-01-25,2025-06-11
CUST029705,163584,2024-07-07,2025-06-09
CUST029743,160993,2024-10-25,2025-12-17
CUST029745,38584,2023-10-15,2024-09-26
CUST029747,81049,2024-09-27,2025-10-04
CUST029761,124479,2024-05-11,2025-04-11
CUST029768,172597,2023-08-27,2024-07-03
CUST029777,148886,2023-06-14,2024-10-01
CUST029778,187298,2024-03-04,2025-08-15
CUST029780,172392,2023-05-10,2024-09-01
CUST029788,154672,2023-08-12,2024-07-02
CUST029792,62285,2023-04-16,2024-02-27
CUST029807,19438,2024-05-30,2025-06-19
CUST029811,15414,2024-02-08,2024-12-31
CUST029812,27036,2024-09-25,2026-02-14
CUST029824,139802,2023-12-04,2024-11-15
CUST029839,149122,2023-08-11,2024-09-15
CUST029849,164725,2023-11-21,2025-06-29
CUST029851,126281,2024-11-22,2026-03-03
CUST029855,42129,2024-06-29,2025-05-05
CUST029871,150809,2023-09-02,2024-09-25
CUST029893,174555,2023-05-20,2024-12-13
CUST029895,45268,2024-12-25,2026-02-19
CUST029903,67626,2024-01-02,2025-02-07
CUST029912,101166,2023-11-14,2025-05-31
CUST029917,108549,2023-10-07,2024-11-25
CUST029925,127684,2023-09-18,2024-11-05
CUST029926,124302,2023-10-24,2024-10-05
CUST029928,39123,2024-01-19,2025-06-17
CUST029937,195149,2023-06-22,2024-07-18
CUST029948,170408,2023-07-22,2024-12-04
CUST029985,108942,2024-12-07,2026-07-14
CUST030000,128447,2024-08-03,2026-01-13
CUST030004,105577,2023-12-26,2025-03-09
CUST030007,61534,2024-05-24,2025-08-25
CUST030012,119809,2023-12-06,2025-04-06
CUST030045,79007,2023-06-23,2024-07-18
CUST030058,73617,2023-07-14,2024-06-11
CUST030062,104304,2024-04-09,2025-11-28
CUST030068,79999,2023-06-23,2025-02-11
CUST030078,192607,2023-05-15,2024-08-28
CUST030114,17464,2023-12-28,2025-07-07
CUST030121,47073,2024-05-08,2025-08-14
CUST030123,86644,2024-11-30,2026-01-23
CUST030162,22432,2024-06-17,2025-04-29
CUST030196,23027,2024-03-16,2025-08-18
CUST030224,121154,2024-09-09,2026-04-23
CUST030236,156888,2024-08-17,2026-03-06
CUST030237,119359,2024-02-29,2025-08-02
CUST030244,57046,2023-09-29,2024-10-02
CUST030249,167879,2024-10-08,2025-11-12
CUST030256,193495,2023-10-27,2025-03-11
CUST030258,183046,2024-10-11,2026-01-15
CUST030265,179608,2024-11-08,2025-09-09
CUST030283,175939,2023-05-10,2024-07-16
CUST030289,158559,2024-04-30,2025-06-09
CUST030298,118428,2024-02-21,2025-08-25
CUST030320,188185,2023-11-21,2025-03-12
CUST030334,164620,2024-03-06,2025-06-10
CUST030353,96746,2023-08-21,2024-12-22
CUST030358,166586,2023-05-13,2024-06-27
CUST030362,101890,2024-06-01,2025-03-30
CUST030376,133273,2024-01-08,2025-06-08
CUST030381,147721,2024-05-16,2025-08-13
CUST030386,97696,2023-10-14,2025-03-24
CUST030390,156899,2023-04-06,2024-06-01
CUST030435,23072,2024-07-17,2025-07-19
CUST030456,160160,2024-12-20,2026-05-02
CUST030458,140349,2024-03-19,2025-03-25
CUST030483,16761,2024-12-07,2026-06-13
CUST030493,76408,2023-09-08,2024-11-12
CUST030495,155688,2023-04-28,2024-09-06
